ROI	structure_id	Structure	GN_Symbol	ARA_abbrev	ontology_volume	centroid_PA	ontology_level	ontology_order_GN_Symbol	ontology_most_child	length_of_bar	start_of_bar	L_Vertex	R_Vertex
27	909	ENT__Entorhinal_cortex_left	ENT-L	ENT	6.099141375	-2.71506556445414	7	RHP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	144	27	207
28	-249921	SUB__Subiculum_left	SUB-L	SUBR	2.92992525	-2.4892017978957	7	RHP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	145	28	208
35	10704	DGH__Dentate_gyrus_hilus_left	DGH-L	DG-po	0.3354615	-1.57350114692744	9	DGY-B-HPO-B-HIP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	146	35	215
33	-287090	DGY__Dentate_gyrus_uncharted_left		DG	2.293653375	-1.4154358366159	9	DGY-B-HPO-B-HIP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	147	33	213
34	632	DGG__Dentate_gyrus_granule_cell_layer_left	DGG-L	DG-sg	0.813348	-1.35752433690745	9	DGY-B-HPO-B-HIP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	148	34	214
31	382	CA1__CA1_of_hippocampus_left	CA1-L	CA1	5.25567825	-1.31545258335591	9	CAH-B-HPO-B-HIP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	149	31	211
32	463	CA3__CA3_of_hippocampus_left	CA3-L	CA3	2.8123605	-0.961623626531875	9	CAH-B-HPO-B-HIP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	150	32	212
29	-254609	HPO__Hippocampus_uncharted_left		HI	0.187552125	-0.707515430710263	8	HPO-B-HIP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	151	29	209
30	-783175	HIP__Hippocampus_uncharted_left		HIP	0.05731425	0.829256565775529	7	HIP-B-HPF-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	152	30	210
26	385	VCP__Visual_cortex_primary_left	VCP-L	VISp	3.257982	-2.41686402963552	7	VCX-B-NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	153	26	206
25	-263982	VCS__Visual_cortex_secondary_(extrastriate)_left	VCS-L	VIS	3.054749625	-2.28727021326666	7	VCX-B-NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	154	25	205
21	541	TAC__Temporal_association_cortex_left	TAC-L	TEa	1.56588525	-1.53903011212028	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	155	21	201
23	922	PRC__Perirhinal_cortex_left	PRC-L	PERI	0.401824125	-1.49646049437674	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	156	23	203
22	895	ECT__Ectorhinal_cortex_left	ECT-L	ECT	0.866797875	-1.2690894525151	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	157	22	202
24	254	RSC__Retrosplenial_cortex_left	RSC-L	RSP	4.915542375	-1.22173456545576	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	158	24	204
20	247	AUC__Auditory_cortex_left	AUC-L	AUD	2.759508	-1.11928846351415	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	159	20	200
19	22	PPC__Posterior_parietal_cortex_left	PPC-L	PTLp	1.11669975	-0.774955360650882	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	160	19	199
13	677	VRC__Visceral_cortex_left	VRC-L	VISC	1.044673875	0.614962394962735	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	161	13	193
18	378	SSS__Somatosensory_cortex_secondary_left	SSS-L	SSs	4.05674325	0.791278146885437	7	SSC-B-NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	162	18	198
17	329	SSB__Somatosensory_cortex_barrel_field_left	SSB-L	SSp-bfd	2.74489425	0.0371861682376302	8	SSP-B-SSC-B-NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	163	17	197
16	-178706	SSP__Somatosensory_cortex_primary_uncharted_left		SSp	8.048824875	1.49583632550149	8	SSP-B-SSC-B-NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	164	16	196
9	31	ACC__Anterior_cingulate_cortex_left	ACC-L	ACA	2.594052	2.33355330675715	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	165	9	189
11	1057	GUS__Gustatory_cortex_left	GUS-L	GU	0.75699225	2.40911613774778	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	166	11	191
10	95	AIC__Agranular_insular_cortex_left	AIC-L	AI	3.464974125	2.86249942775547	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	167	10	190
14	985	MOP__Motor_cortex_primary_(M1)_left	MOP-L	MOp	5.421076875	2.69247123259528	7	SMC-B-NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	168	14	194
15	993	MOS__Motor_cortex_secondary_(M2)_left	MOS-L	MOs	6.6858885	3.44956403924475	7	SMC-B-NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	169	15	195
8	44	ILA__Infralimbic_cortex_left	ILA-L	ILA	0.37228275	3.5861810327634	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	170	8	188
7	972	PLC__Prelimbic_cortex_left	PLC-L	PL	1.138559625	3.97896117100587	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	171	7	187
6	714	ORB__Orbital_cortex_left	ORB-L	ORB	2.595013875	4.28789362108902	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	172	6	186
5	184	FRP__Frontal_pole_left	FRP-L	FRP	0.43593525	4.89213794651843	6	NCX-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	173	5	185
44	-163610	COA__Cortical_amygdala_left	COA-L	COAz	2.532843	-0.636182888901917	6	OFC-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	174	44	224
12	961	PIC__Piriform_cortex_left	PIC-L	PIR	5.87380275	1.57401284829917	6	OFC-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	175	12	192
4	159	AON__Anterior_olfactory_nucleus_left	AON-L	AON	2.506906125	4.43171790836404	7	OFB-B-OFC-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	176	4	184
3	-178244	OFB__Olfactory_bulb_uncharted_left		OB	9.90748125	6.16160677215513	7	OFB-B-OFC-B-CTP-B-CCX-B-CER-B-GRY-B-BRN-B	1	1	177	3	183
1	-160327	CER__Cerebrum_(telecephalon)_uncharted_left		CH	2.720192625	1.91766415668817	3	CER-B-GRY-B-BRN-B	1	1	178	1	181
